volunteer_id,task_id,match_score,relevance_label,skill_match_ratio,skill_exact_match,skill_count_matched,distance_km,distance_score,distance_normalized,within_travel_limit,task_priority_score,deadline_urgency,is_critical_deadline,availability_match,avail_full_time,avail_weekends_only,vehicle_match,has_vehicle,language_match,level_effort_diff,level_fit,reliability_score,slots_remaining,slot_ratio,task_not_full,fill_ratio,preferred_type_match,hours_fit,past_tasks_log,experience_norm,response_score,same_city
V0001,T0039,46.69,0,0.5,0.0,1,1632.5831958745316,0.0,326.51663917490635,0.0,0.38,0.7142857142857143,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.711,1.0,0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0012,55.48,0,0.6666666666666666,0.0,2,18.281831462747157,0.0,3.656366292549431,0.0,0.5,0.7142857142857143,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.711,3.0,0.6,1.0,0.4,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,1.0
V0001,T0051,47.23,0,0.0,0.0,0,1632.2919333198831,0.0,326.4583866639766,0.0,0.94,0.8571428571428572,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.711,2.0,0.25,1.0,0.75,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0016,28.94,0,0.0,0.0,0,1575.8480654062107,0.0,315.1696130812421,0.0,0.32,0.9642857142857143,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.711,1.0,0.2,1.0,0.8,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0018,46.38,0,0.5,0.0,1,1565.0449534271515,0.0,313.0089906854303,0.0,0.79,0.8571428571428572,0.0,1.0,0.0,0.0,0.5,1.0,0.0,-2.0,0.0,0.711,3.0,0.6,1.0,0.4,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0072,35.59,0,0.0,0.0,0,1360.6871316810286,0.0,272.13742633620575,0.0,0.66,0.7142857142857143,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.711,2.0,0.4,1.0,0.6,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0036,28.26,0,0.0,0.0,0,1300.5740070351349,0.0,260.11480140702696,0.0,0.33,0.5714285714285714,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-2.0,0.0,0.711,3.0,1.0,1.0,0.0,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0056,32.63,0,0.0,0.0,0,1654.5287442875192,0.0,330.90574885750385,0.0,0.87,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.711,10.0,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0027,40.01,0,0.3333333333333333,0.0,1,1304.1330955808246,0.0,260.8266191161649,0.0,0.92,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.711,7.0,0.875,1.0,0.125,1.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0079,61.86,1,1.0,1.0,1,1180.1439237842071,0.0,236.02878475684142,0.0,0.57,0.5714285714285714,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.711,3.0,0.6,1.0,0.4,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0065,40.57,0,0.0,0.0,0,1660.04732629718,0.0,332.009465259436,0.0,0.48,0.7142857142857143,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.711,6.0,0.6,1.0,0.4,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0041,32.62,0,0.0,0.0,0,1187.7316380120483,0.0,237.54632760240966,0.0,0.49,0.5714285714285714,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.711,4.0,0.5,1.0,0.5,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0044,58.37,0,0.5,0.0,1,1577.400425854652,0.0,315.4800851709304,0.0,0.91,0.9285714285714286,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.711,1.0,0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0034,46.39,0,0.0,0.0,0,2.8457361201991698,0.430852775960166,0.569147224039834,1.0,0.35,0.8571428571428572,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.711,10.0,1.0,1.0,0.0,1.0,1.0,1.0986122886681098,0.02,0.1333333333333333,1.0
V0001,T0058,33.99,0,0.0,0.0,0,1368.0326400543117,0.0,273.60652801086235,0.0,0.31,0.7142857142857143,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.711,2.0,1.0,1.0,0.0,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0035,54.89,0,0.5,0.0,1,1370.0465459293935,0.0,274.0093091858787,0.0,0.67,0.8571428571428572,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-2.0,0.0,0.711,2.0,1.0,1.0,0.0,1.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0032,63.67,1,1.0,1.0,1,888.9048752175531,0.0,177.78097504351064,0.0,0.59,0.9642857142857143,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.711,10.0,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0042,75.07,1,1.0,1.0,1,1372.4664049783185,0.0,274.49328099566367,0.0,0.96,0.5714285714285714,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.711,2.0,1.0,1.0,0.0,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0078,40.92,0,0.0,0.0,0,895.4413371415701,0.0,179.08826742831403,0.0,0.75,0.9642857142857143,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.711,2.0,0.4,1.0,0.6,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0001,T0082,25.51,0,0.0,0.0,0,1307.6139425923434,0.0,261.5227885184687,0.0,0.41,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.711,2.0,1.0,1.0,0.0,0.0,1.0,1.0986122886681098,0.02,0.1333333333333333,0.0
V0002,T0059,34.65,0,0.0,0.0,0,1075.514208954379,0.0,53.77571044771895,0.0,0.52,0.8571428571428572,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.662,4.0,0.8,1.0,0.2,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0077,56.49,0,0.6666666666666666,0.0,2,495.8164727389193,0.0,24.790823636945966,0.0,0.64,0.0,0.0,0.85,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.662,1.0,0.2,1.0,0.8,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0043,38.77,0,0.0,0.0,0,1075.4345555865186,0.0,53.77172777932593,0.0,0.65,0.8571428571428572,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-2.0,0.0,0.662,1.0,0.2,1.0,0.8,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0003,43.46,0,0.5,0.0,1,520.6032790702108,0.0,26.030163953510538,0.0,0.4,0.7142857142857143,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.662,8.0,1.0,1.0,0.0,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0089,55.89,0,0.5,0.0,1,515.596575967025,0.0,25.779828798351254,0.0,0.47,0.9285714285714286,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.662,1.0,0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0018,45.24,0,0.5,0.0,1,490.15345837209054,0.0,24.507672918604527,0.0,0.79,0.8571428571428572,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.662,3.0,0.6,1.0,0.4,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0083,60.38,1,0.0,0.0,0,1.753362758203829,0.9123318620898085,0.08766813791019144,1.0,1.0,0.9642857142857143,1.0,1.0,0.0,0.0,0.5,1.0,0.0,-2.0,0.0,0.662,3.0,1.0,1.0,0.0,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,1.0
V0002,T0001,37.6,0,0.0,0.0,0,488.71459102465457,0.0,24.43572955123273,0.0,0.95,0.7142857142857143,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.662,2.0,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0078,55.59,0,0.5,0.0,1,1079.645368309929,0.0,53.98226841549645,0.0,0.75,0.9642857142857143,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.662,2.0,0.4,1.0,0.6,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0061,40.82,0,0.0,0.0,0,1266.060617944851,0.0,63.30303089724255,0.0,0.84,0.7142857142857143,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-2.0,0.0,0.662,2.0,0.13333333333333333,1.0,0.8666666666666667,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0093,53.12,0,0.3333333333333333,0.0,1,868.4671127652772,0.0,43.42335563826386,0.0,0.93,0.5714285714285714,0.0,0.85,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.662,1.0,0.125,1.0,0.875,1.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0002,53.44,0,0.5,0.0,1,618.0301551673924,0.0,30.901507758369622,0.0,0.8,0.7142857142857143,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.662,6.0,0.75,1.0,0.25,1.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0087,37.14,0,0.3333333333333333,0.0,1,1256.9014217504298,0.0,62.84507108752149,0.0,0.47,0.0,0.0,0.85,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.662,2.0,0.25,1.0,0.75,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0023,45.05,0,0.0,0.0,0,9.89322435691231,0.5053387821543845,0.49466121784561545,1.0,0.39,0.5714285714285714,0.0,0.85,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.662,6.0,0.75,1.0,0.25,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,1.0
V0002,T0053,36.52,0,0.0,0.0,0,625.3403799528801,0.0,31.267018997644005,0.0,0.58,0.8571428571428572,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.662,5.0,1.0,1.0,0.0,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0072,49.97,0,0.5,0.0,1,510.1588976963858,0.0,25.50794488481929,0.0,0.66,0.7142857142857143,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.662,2.0,0.4,1.0,0.6,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0063,58.81,0,0.5,0.0,1,12.0348459669011,0.398257701654945,0.601742298345055,1.0,0.61,0.8571428571428572,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.0,0.662,5.0,1.0,1.0,0.0,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,1.0
V0002,T0051,64.53,1,0.5,0.0,1,875.751869479189,0.0,43.787593473959454,0.0,0.94,0.8571428571428572,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.662,2.0,0.25,1.0,0.75,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0069,55.3,0,0.5,0.0,1,621.397839990218,0.0,31.0698919995109,0.0,0.64,0.9285714285714286,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.662,2.0,1.0,1.0,0.0,1.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0011,25.1,0,0.0,0.0,0,492.5261293141035,0.0,24.626306465705177,0.0,0.69,0.0,0.0,0.85,0.0,0.0,1.0,1.0,1.0,-2.0,0.0,0.662,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0010,42.09,0,0.0,0.0,0,876.7185120349109,0.0,43.835925601745544,0.0,0.87,0.9285714285714286,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.662,6.0,0.75,1.0,0.25,1.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0082,24.33,0,0.0,0.0,0,1265.2851738208856,0.0,63.264258691044276,0.0,0.41,0.0,0.0,0.85,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.662,2.0,1.0,1.0,0.0,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0004,53.7,0,0.5,0.0,1,495.10854330500257,0.0,24.75542716525013,0.0,0.88,0.7142857142857143,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.662,1.0,0.2,1.0,0.8,1.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0057,41.39,0,0.0,0.0,0,526.3024926203238,0.0,26.315124631016193,0.0,1.0,0.8571428571428572,0.0,1.0,0.0,0.0,0.5,1.0,0.0,-2.0,0.0,0.662,5.0,1.0,1.0,0.0,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0016,49.62,0,0.3333333333333333,0.0,1,492.9551574591059,0.0,24.647757872955296,0.0,0.32,0.9642857142857143,1.0,1.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.662,1.0,0.2,1.0,0.8,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0046,53.15,0,0.0,0.0,0,11.337301800408078,0.43313490997959614,0.5668650900204039,1.0,0.55,0.9285714285714286,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.662,4.0,0.8,1.0,0.2,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,1.0
V0002,T0049,62.36,1,1.0,1.0,1,1257.5909882024855,0.0,62.87954941012428,0.0,0.51,0.7142857142857143,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.662,4.0,0.4,1.0,0.6,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0075,50.03,0,0.5,0.0,1,1249.7733625451147,0.0,62.488668127255735,0.0,0.44,0.8571428571428572,0.0,1.0,0.0,0.0,1.0,1.0,1.0,-2.0,0.0,0.662,5.0,0.625,1.0,0.375,1.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0050,31.93,0,0.0,0.0,0,1091.1454002862247,0.0,54.557270014311236,0.0,0.88,0.0,0.0,0.85,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.662,11.0,0.7333333333333333,1.0,0.26666666666666666,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0002,T0088,73.41,1,1.0,1.0,1,609.2467777159967,0.0,30.462338885799834,0.0,0.99,0.7142857142857143,0.0,1.0,0.0,0.0,1.0,1.0,0.0,-2.0,0.0,0.662,1.0,0.1,1.0,0.9,0.0,1.0,0.6931471805599453,0.01,0.1166666666666667,0.0
V0003,T0099,72.04,1,1.0,1.0,1,131.12943596755346,0.0,4.370981198918448,0.0,0.83,0.8571428571428572,0.0,0.7,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7509999999999999,2.0,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0090,36.41,0,0.0,0.0,0,1166.4137018343852,0.0,38.88045672781284,0.0,0.67,0.5714285714285714,0.0,0.85,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.7509999999999999,1.0,0.2,1.0,0.8,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0002,36.28,0,0.0,0.0,0,129.24386759331188,0.0,4.3081289197770625,0.0,0.8,0.7142857142857143,0.0,0.7,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.7509999999999999,6.0,0.75,1.0,0.25,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0016,52.64,0,0.0,0.0,0,3.490615720745634,0.8836461426418122,0.11635385735818779,1.0,0.32,0.9642857142857143,1.0,0.8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7509999999999999,1.0,0.2,1.0,0.8,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,1.0
V0003,T0060,34.89,0,0.0,0.0,0,730.0486432336018,0.0,24.33495477445339,0.0,0.75,0.0,0.0,0.85,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.7509999999999999,7.0,0.875,1.0,0.125,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0048,45.29,0,0.0,0.0,0,496.0803759674222,0.0,16.536012532247405,0.0,0.68,0.8571428571428572,0.0,0.7,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7509999999999999,3.0,1.0,1.0,0.0,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0025,35.84,0,0.0,0.0,0,1560.8370728061266,0.0,52.02790242687089,0.0,0.99,0.0,0.0,0.85,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7509999999999999,5.0,1.0,1.0,0.0,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0057,44.84,0,0.0,0.0,0,917.5947936599572,0.0,30.586493121998572,0.0,1.0,0.8571428571428572,0.0,0.7,0.0,1.0,0.5,1.0,0.0,0.0,1.0,0.7509999999999999,5.0,1.0,1.0,0.0,1.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0098,72.76,1,1.0,1.0,1,913.8107410314445,0.0,30.460358034381485,0.0,0.71,0.8571428571428572,0.0,0.7,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7509999999999999,1.0,0.2,1.0,0.8,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0029,39.74,0,0.0,0.0,0,1171.2529667717026,0.0,39.041765559056756,0.0,0.71,0.8571428571428572,0.0,0.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7509999999999999,5.0,1.0,1.0,0.0,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0003,34.68,0,0.0,0.0,0,906.6862513392867,0.0,30.22287504464289,0.0,0.4,0.7142857142857143,0.0,0.7,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.7509999999999999,8.0,1.0,1.0,0.0,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0036,38.48,0,0.0,0.0,0,1164.6330085465434,0.0,38.82110028488478,0.0,0.33,0.5714285714285714,0.0,0.85,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7509999999999999,3.0,1.0,1.0,0.0,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0088,42.34,0,0.0,0.0,0,123.21019725531089,0.0,4.10700657517703,0.0,0.99,0.7142857142857143,0.0,0.7,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.7509999999999999,1.0,0.1,1.0,0.9,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0046,45.18,0,0.0,0.0,0,497.9480025671632,0.0,16.598266752238775,0.0,0.55,0.9285714285714286,1.0,0.8,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7509999999999999,4.0,0.8,1.0,0.2,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0094,29.29,0,0.0,0.0,0,514.0081293801885,0.0,17.13360431267295,0.0,0.93,0.0,0.0,0.85,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7509999999999999,3.0,1.0,1.0,0.0,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0012,39.56,0,0.0,0.0,0,1560.6971657268132,0.0,52.023238857560436,0.0,0.5,0.7142857142857143,0.0,0.7,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7509999999999999,3.0,0.6,1.0,0.4,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0079,35.73,0,0.0,0.0,0,502.38840844111513,0.0,16.746280281370506,0.0,0.57,0.5714285714285714,0.0,0.85,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.7509999999999999,3.0,0.6,1.0,0.4,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0081,40.77,0,0.0,0.0,0,500.51262418157785,0.0,16.68375413938593,0.0,0.85,0.5714285714285714,0.0,0.85,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7509999999999999,4.0,0.5,1.0,0.5,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0039,33.57,0,0.0,0.0,0,516.3287004927168,0.0,17.21095668309056,0.0,0.38,0.7142857142857143,0.0,0.7,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.7509999999999999,1.0,0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0091,49.74,0,0.0,0.0,0,16.57172424583158,0.4476091918056141,0.5523908081943859,1.0,0.66,0.8571428571428572,0.0,0.7,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7509999999999999,4.0,0.8,1.0,0.2,1.0,1.0,3.6888794541139363,0.39,0.1333333333333333,1.0
V0003,T0030,39.23,0,0.0,0.0,0,721.6812334826858,0.0,24.056041116089528,0.0,0.51,0.9285714285714286,1.0,0.8,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7509999999999999,2.0,0.4,1.0,0.6,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0064,54.99,0,0.0,0.0,0,15.471863773457306,0.48427120755142317,0.5157287924485768,1.0,0.65,0.8571428571428572,0.0,0.7,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.7509999999999999,1.0,0.06666666666666667,1.0,0.9333333333333333,1.0,1.0,3.6888794541139363,0.39,0.1333333333333333,1.0
V0003,T0047,44.68,0,0.0,0.0,0,135.64543650037652,0.0,4.521514550012551,0.0,0.71,0.7142857142857143,0.0,0.7,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7509999999999999,8.0,0.4,1.0,0.6,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0005,50.74,0,0.3333333333333333,0.0,1,960.5886306139678,0.0,32.01962102046559,0.0,0.98,0.7142857142857143,0.0,0.7,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.7509999999999999,4.0,0.5,1.0,0.5,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0089,36.86,0,0.0,0.0,0,909.7082522303209,0.0,30.323608407677362,0.0,0.47,0.9285714285714286,1.0,0.8,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7509999999999999,1.0,0.3333333333333333,1.0,0.6666666666666666,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
V0003,T0084,58.6,0,0.0,0.0,0,9.264877423339998,0.6911707525553334,0.3088292474446666,1.0,0.84,0.9642857142857143,1.0,0.8,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.7509999999999999,7.0,0.875,1.0,0.125,0.0,1.0,3.6888794541139363,0.39,0.1333333333333333,1.0
V0003,T0027,47.55,0,0.3333333333333333,0.0,1,1169.9705648335469,0.0,38.999018827784894,0.0,0.92,0.0,0.0,0.85,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.7509999999999999,7.0,0.875,1.0,0.125,1.0,1.0,3.6888794541139363,0.39,0.1333333333333333,0.0
